OBSV, type, regiid, townid, quartid, price (Euro), area, euro/sq.m., constr., year, floor, TEC,published or renewed, valid_date, seller,MEDIAN_SQ,type_new,House_story,BIG_PROPERTY
24483,2-room,Sofia, city_Sofia,Krstova_vada,68000,60,1133.33,Brick,0,1,YES,10/25/2019,10/31/2019,Agency,934.77,2,0,0
24484,2-room,Sofia, city_Sofia,Razsadnyka,83000,61,1360.65,EPK,0,2,YES,10/25/2019,10/31/2019,Agency,"1,105.68",2,0,0
24485,2-room,Sofia, city_Sofia,Hotse_Delchev,76000,80,950,Brick,0,7,YES,10/29/2019,10/31/2019,Agency,"1,053.69",2,0,0
24486,2-room,Sofia, city_Sofia,Ovcha_kupel_1,40800,48,850,Panel,0,1,YES,10/29/2019,10/31/2019,Agency,891.38,2,0,0
24487,2-room,Sofia, city_Sofia,Yavorov,120000,61,1967.21,Brick,0,1,NO,10/31/2019,10/31/2019,Agency,874.6,2,0,0
24488,2-room,Sofia, city_Sofia,Nadezhda_2,76258,88,866.56,Brick,0,1,NO,10/30/2019,10/31/2019,Agency,"1,000.00",2,0,0
24489,2-room,Sofia, city_Sofia,Ovcha_kupel,55000,43,1279.06,Brick,0,1,NO,10/31/2019,10/31/2019,Agency,"1,083.83",2,0,0
24490,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,85000,81,1049.38,Brick,0,6,YES,10/31/2019,10/31/2019,Agency,"1,073.17",2,0,0
24491,2-room,Sofia, city_Sofia,Khadzhy_Dymytr,73500,54,1361.11,Brick,2019,-1,NO,10/31/2019,10/31/2019,Agency,"1,073.17",2,0,0
24492,2-room,Sofia, city_Sofia,Yztok,99500,60,1658.33,Brick,0,-1,YES,10/31/2019,10/31/2019,Agency,"1,073.17",2,0,0
24493,2-room,Sofia, city_Sofia,Tsentr,76500,71,1077.46,Brick,0,-1,NO,10/31/2019,10/31/2019,Agency,"1,073.17",2,0,0
24494,2-room,Sofia, city_Sofia,Tsentr,143000,60,2383.33,Brick,1955,1,YES,10/31/2019,10/31/2019,Agency,"1,073.17",2,0,0
24495,2-room,Sofia, city_Sofia,Krstova_vada,82000,75,1093.33,Brick,2019,2,NO,10/14/2019,10/31/2019,Agency,"1,073.17",2,0,0
24496,2-room,Sofia, city_Sofia,Vytosha,74000,74,1000,Brick,2018,3,NO,10/24/2019,10/31/2019,Agency,"1,073.17",2,0,0
24497,2-room,Sofia, city_Sofia,Levsky,104000,78,1333.33,Brick,2019,1,NO,10/16/2019,10/31/2019,Agency,"1,838.22",2,0,0
24498,2-room,Sofia, city_Sofia,Levsky,99000,78,1269.23,Brick,2019,3,NO,10/25/2019,10/31/2019,Agency,"1,183.52",2,0,0
24499,2-room,Sofia, city_Sofia,Sukhata_reka,72900,78,934.61,Brick,1960,7,NO,10/30/2019,10/31/2019,Agency,"1,218.00",2,0,0
24500,2-room,Sofia, city_Sofia,Sveta_Troytsa,67000,65,1030.76,Panel,1980,8,YES,10/14/2019,10/31/2019,Agency,998.87,2,0,0
24501,2-room,Sofia, city_Sofia,Nadezhda_2,70000,65,1076.92,Panel,1985,1,YES,10/14/2019,10/31/2019,Agency,998.87,2,0,0
24502,2-room,Sofia, city_Sofia,Tsentr,171000,57,3000,Brick,1968,3,YES,10/28/2019,10/31/2019,Agency,998.87,2,0,0
24503,2-room,Sofia, city_Sofia,Tsentr,128000,80,1600,Brick,1950,3,YES,10/28/2019,10/31/2019,Agency,998.87,2,0,0
24504,2-room,Sofia, city_Sofia,Reduta,92000,76,1210.52,Brick,2005,1,NO,10/29/2019,10/31/2019,Agency,"1,916.66",2,0,0
24505,2-room,Sofia, city_Sofia,Yavorov,128000,80,1600,Brick,1950,3,YES,10/28/2019,10/31/2019,Agency,"1,073.17",2,0,0
24506,2-room,Sofia, city_Sofia,Studentsky_hrad,68999,54,1277.75,Brick,2019,4,NO,10/14/2019,10/31/2019,Agency,"1,510.66",2,0,0
24507,2-room,Sofia, city_Sofia,Drvenytsa,73000,69,1057.97,Brick,2020,2,YES,10/23/2019,10/31/2019,Agency,"1,036.84",2,0,0
24508,2-room,Sofia, city_Sofia,Vytosha,70150,65,1079.23,Brick,2020,3,NO,10/14/2019,10/31/2019,Agency,"1,036.84",2,0,0
24509,2-room,Sofia, city_Sofia,Strelbyshche,107000,71,1507.04,Brick,1974,6,YES,10/28/2019,10/31/2019,Agency,998.87,2,0,0
24510,2-room,Sofia, city_Sofia,Zapaden_park,62000,65,953.84,Panel,1970,6,YES,10/15/2019,10/31/2019,Agency,906.73,2,0,0
24511,2-room,Sofia, city_Sofia,Studentsky_hrad,59999,48,1249.97,Brick,2018,13,NO,10/14/2019,10/31/2019,Agency,852.27,2,0,0
24512,2-room,Sofia, city_Sofia,Studentsky_hrad,42144,53,795.16,Brick,2019,4,NO,10/22/2019,10/31/2019,Agency,852.27,2,0,0
24513,2-room,Sofia, city_Sofia,Druzhba_1,63000,64,984.37,Panel,1968,1,NO,10/14/2019,10/31/2019,Agency,852.27,2,0,0
24514,2-room,Sofia, city_Sofia,Yztok,125000,59,2118.64,Brick,2009,3,YES,10/22/2019,10/31/2019,Agency,852.27,2,0,0
24515,2-room,Sofia, city_Sofia,Studentsky_hrad,52444,56,936.5,Brick,2019,1,NO,10/14/2019,10/31/2019,Agency,852.27,2,0,0
24516,2-room,Sofia, city_Sofia,Druzhba_1,62000,62,1000,Brick,2020,2,NO,10/14/2019,10/31/2019,Agency,899.99,2,0,0
24517,2-room,Sofia, city_Sofia,Ovcha_kupel,69160,78,886.66,Brick,2020,2,YES,10/14/2019,10/31/2019,Agency,"1,582.21",2,0,0
24518,2-room,Sofia, city_Sofia,Druzhba_1,63000,70,900,Panel,0,1,YES,10/14/2019,10/31/2019,Agency,848.35,2,0,0
24519,2-room,Sofia, city_Sofia,Malynova_dolyna,35150,35,1004.28,Brick,2020,2,NO,10/14/2019,10/31/2019,Agency,"1,115.45",2,0,0
24520,2-room,Sofia, city_Sofia,Malynova_dolyna,35150,35,1004.28,Brick,2020,2,NO,10/14/2019,10/31/2019,Agency,906.73,2,0,0
24521,2-room,Sofia, city_Sofia,Malynova_dolyna,35150,35,1004.28,Brick,2020,2,NO,10/14/2019,10/31/2019,Agency,950,2,0,0
24522,2-room,Sofia, city_Sofia,Malynova_dolyna,35150,35,1004.28,Brick,2020,2,NO,10/14/2019,10/31/2019,Agency,"1,172.87",2,0,0
24523,2-room,Sofia, city_Sofia,Malynova_dolyna,35150,35,1004.28,Brick,2020,2,NO,10/14/2019,10/31/2019,Agency,"1,130.17",2,0,0
24524,2-room,Sofia, city_Sofia,Malynova_dolyna,35150,35,1004.28,Brick,2020,2,NO,10/14/2019,10/31/2019,Agency,"1,155.17",2,0,0
24525,2-room,Sofia, city_Sofia,Malynova_dolyna,35150,35,1004.28,Brick,2020,2,NO,10/14/2019,10/31/2019,Agency,"1,183.52",2,0,0
24526,2-room,Sofia, city_Sofia,Nadezhda_4,74000,68,1088.23,Panel,1970,2,YES,10/14/2019,10/31/2019,Agency,"1,105.68",2,0,0
24527,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,54000,58,931.03,Brick,2009,0,NO,10/14/2019,10/31/2019,Agency,"1,185.33",2,0,0
24528,2-room,Sofia, city_Sofia,Drahalevtsy,97773,117,835.66,Brick,0,1,NO,10/21/2019,10/31/2019,Agency,"1,000.00",2,0,0
24529,2-room,Sofia, city_Sofia,Nadezhda_4,74000,68,1088.23,Panel,1970,2,YES,10/31/2019,10/31/2019,Agency,950,2,0,0
24530,2-room,Sofia, city_Sofia,Druzhba_1,95000,51,1862.74,Brick,2014,7,YES,10/14/2019,10/31/2019,Agency,764.58,2,0,0
24531,2-room,Sofia, city_Sofia,Drahalevtsy,99203,77,1288.35,Brick,0,2,NO,10/21/2019,10/31/2019,Agency,996.51,2,0,0
24532,2-room,Sofia, city_Sofia,Drahalevtsy,107495,83,1295.12,Brick,0,3,NO,10/21/2019,10/31/2019,Agency,916.18,2,0,0
24533,2-room,Sofia, city_Sofia,Studentsky_hrad,67000,59,1135.59,Brick,2019,5,NO,10/14/2019,10/31/2019,Agency,996.51,2,0,0
24534,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,78000,79,987.34,Brick,2019,2,NO,10/14/2019,10/31/2019,Agency,764.58,2,0,0
24535,2-room,Sofia, city_Sofia,Vytosha,43008,54,796.44,Brick,0,3,NO,10/14/2019,10/31/2019,Agency,764.58,2,0,0
24536,2-room,Sofia, city_Sofia,Vytosha,46528,58,802.2,Brick,0,4,NO,10/14/2019,10/31/2019,Agency,"1,470.00",2,0,0
24537,2-room,Sofia, city_Sofia,Vytosha,53000,66,803.03,Brick,0,5,NO,10/14/2019,10/31/2019,Agency,996.51,2,0,0
24538,2-room,Sofia, city_Sofia,Vytosha,110741,60,1845.68,Brick,2020,7,NO,10/14/2019,10/31/2019,Agency,996.51,2,0,0
24539,2-room,Sofia, city_Sofia,Vytosha,164798,77,2140.23,Brick,2020,3,NO,10/14/2019,10/31/2019,Agency,"1,053.69",2,0,0
24540,2-room,Sofia, city_Sofia,Mladost_2,110800,71,1560.56,Brick,2019,4,YES,10/23/2019,10/31/2019,Agency,"1,036.84",2,0,0
24541,2-room,Sofia, city_Sofia,Ovcha_kupel,64000,54,1185.18,Brick,2019,3,NO,10/16/2019,10/31/2019,Agency,"1,058.82",2,0,0
24542,2-room,Sofia, city_Sofia,Vrbnytsa_1,65800,70,940,Panel,1976,4,YES,10/31/2019,10/31/2019,Agency,996.51,2,0,0
24543,2-room,Sofia, city_Sofia,Studentsky_hrad,68520,57,1202.1,Brick,0,5,NO,10/14/2019,10/31/2019,Agency,996.51,2,0,0
24544,2-room,Sofia, city_Sofia,Studentsky_hrad,75420,63,1197.14,Brick,0,3,NO,10/14/2019,10/31/2019,Agency,950,2,0,0
24545,2-room,Sofia, city_Sofia,Studentsky_hrad,53052,44,1205.72,Brick,0,6,NO,10/14/2019,10/31/2019,Agency,998.87,2,0,0
24546,2-room,Sofia, city_Sofia,Malynova_dolyna,58500,67,873.13,Brick,2021,1,NO,10/31/2019,10/31/2019,Agency,928.57,2,0,0
24547,2-room,Sofia, city_Sofia,Malynova_dolyna,57000,61,934.42,Brick,2021,3,NO,10/31/2019,10/31/2019,Agency,874.6,2,0,0
24548,2-room,Sofia, city_Sofia,Krasna_polyana_3,52000,57,912.28,Panel,0,7,NO,10/14/2019,10/31/2019,Agency,874.6,2,0,0
24549,2-room,Sofia, city_Sofia,Tolstoy,72000,84,857.14,Brick,2019,1,NO,10/27/2019,10/31/2019,Agency,"1,073.17",2,0,0
24550,2-room,Sofia, city_Sofia,Tolstoy,76300,88,867.04,Brick,2019,1,NO,10/27/2019,10/31/2019,Agency,998.87,2,0,0
24551,2-room,Sofia, city_Sofia,Lyulyn_10,47250,64,738.28,Brick,2019,4,NO,10/14/2019,10/31/2019,Agency,955.39,2,0,0
24552,2-room,Sofia, city_Sofia,Krstova_vada,77234,79,977.64,Brick,0,2,NO,10/23/2019,10/31/2019,Agency,998.87,2,0,0
24553,2-room,Sofia, city_Sofia,Vytosha,50730,60,845.5,Brick,2019,0,YES,10/14/2019,10/31/2019,Agency,900,2,0,0
24554,2-room,Sofia, city_Sofia,Krstova_vada,75900,67,1132.83,Brick,2019,1,NO,10/27/2019,10/31/2019,Agency,876.98,2,0,0
24555,2-room,Sofia, city_Sofia,Krstova_vada,82000,67,1223.88,Brick,2019,3,NO,10/27/2019,10/31/2019,Agency,"1,000.00",2,0,0
24556,2-room,Sofia, city_Sofia,Tsentr,185000,80,2312.5,Brick,1932,4,YES,10/23/2019,10/31/2019,Agency,"1,510.66",2,0,0
24557,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,92500,64,1445.31,Brick,0,4,NO,10/28/2019,10/31/2019,Agency,"1,470.00",2,0,0
24558,2-room,Sofia, city_Sofia,Drahalevtsy,56600,64,884.37,Brick,2021,0,NO,10/15/2019,10/31/2019,Agency,"1,470.00",2,0,0
24559,2-room,Sofia, city_Sofia,Yavorov,99500,60,1658.33,Brick,1961,1,YES,10/16/2019,10/31/2019,Agency,874.6,2,0,0
24560,2-room,Sofia, city_Sofia,Tsentr,160000,63,2539.68,Brick,1950,6,YES,10/15/2019,10/31/2019,Agency,"1,183.52",2,0,0
24561,2-room,Sofia, city_Sofia,Nadezhda_2,64500,63,1023.8,Panel,1972,8,YES,10/28/2019,10/31/2019,Agency,906.73,2,0,0
24562,2-room,Sofia, city_Sofia,Tsentr,185000,75,2466.66,Brick,1941,4,YES,10/15/2019,10/31/2019,Agency,"1,065.21",2,0,0
24563,2-room,Sofia, city_Sofia,Hotse_Delchev,72000,61,1180.32,Panel,0,2,YES,12/16/2019,12/31/2019,Agency,"1,065.21",2,0,0
24564,2-room,Sofia, city_Sofia,Fondovy_zhylyshcha,74900,70,1070,Panel,0,7,NO,10/29/2019,10/31/2019,Private,"1,073.17",2,0,0
24565,2-room,Sofia, city_Sofia,Nadezhda_3,69990,68,1029.26,Panel,1990,4,YES,10/28/2019,10/31/2019,Agency,"1,073.17",2,0,0
24566,2-room,Sofia, city_Sofia,Malynova_dolyna,58000,60,966.66,Brick,2020,3,NO,10/15/2019,10/31/2019,Agency,"1,073.17",2,0,0
24567,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,62000,47,1319.14,Brick,2019,2,NO,10/24/2019,10/31/2019,Agency,"1,073.17",2,0,0
24568,2-room,Sofia, city_Sofia,Nadezhda_1,75000,62,1209.67,Panel,1975,5,YES,10/25/2019,10/31/2019,Agency,"1,073.17",2,0,0
24569,2-room,Sofia, city_Sofia,Tsentr,149000,70,2128.57,Brick,0,1,YES,10/29/2019,10/31/2019,Agency,"1,073.17",2,0,0
24570,2-room,Sofia, city_Sofia,Lozenets,97000,67,1447.76,Brick,1980,1,NO,10/30/2019,10/31/2019,Agency,"1,183.52",2,0,0
24571,2-room,Sofia, city_Sofia,Lyulyn_3,55000,65,846.15,Panel,1983,7,YES,10/16/2019,10/31/2019,Agency,"1,073.17",2,0,0
24572,2-room,Sofia, city_Sofia,Drahalevtsy,147000,112,1312.5,Brick,2010,3,NO,10/15/2019,10/31/2019,Agency,"1,000.00",2,0,0
24573,2-room,Sofia, city_Sofia,Tsentr,152000,70,2171.42,Brick,1942,3,YES,10/15/2019,10/31/2019,Agency,907.87,2,0,0
24574,2-room,Sofia, city_Sofia,Dyanabad,78494,64,1226.46,Brick,2021,3,NO,10/17/2019,10/31/2019,Agency,918.47,2,0,0
24575,2-room,Sofia, city_Sofia,Tsentr,176000,88,2000,Brick,1965,3,YES,10/29/2019,10/31/2019,Agency,"1,115.45",2,0,0
24576,2-room,Sofia, city_Sofia,Dyanabad,84400,68,1241.17,Panel,1980,4,YES,10/24/2019,10/31/2019,Agency,"1,204.54",2,0,0
24577,2-room,Sofia, city_Sofia,Heo_Mylev,47000,55,854.54,Brick,2000,0,YES,10/31/2019,10/31/2019,Agency,"1,470.00",2,0,0
24578,2-room,Sofia, city_Sofia,Nadezhda_1,89000,79,1126.58,Brick,2018,2,NO,10/15/2019,10/31/2019,Agency,"1,195.06",2,0,0
24579,2-room,Sofia, city_Sofia,Studentsky_hrad,76500,62,1233.87,Brick,2016,6,NO,10/24/2019,10/31/2019,Agency,"1,041.01",2,0,0
24580,2-room,Sofia, city_Sofia,Nadezhda_4,71000,70,1014.28,EPK,1985,4,YES,10/15/2019,10/31/2019,Agency,"1,073.17",2,0,0
24581,2-room,Sofia, city_Sofia,Lyulyn_3,70000,65,1076.92,Panel,1981,6,YES,10/15/2019,10/31/2019,Agency,891.73,2,0,0
24582,2-room,Sofia, city_Sofia,Lyulyn_3,70000,65,1076.92,Panel,1981,6,YES,10/15/2019,10/31/2019,Agency,928.57,2,0,0
24583,2-room,Sofia, city_Sofia,Drvenytsa,84000,87,965.51,Brick,2019,9,NO,10/16/2019,10/31/2019,Agency,"1,470.00",2,0,0
24584,2-room,Sofia, city_Sofia,Krstova_vada,76500,47,1627.65,Brick,2019,3,NO,10/25/2019,10/31/2019,Agency,"1,470.00",2,0,0
24585,2-room,Sofia, city_Sofia,Khadzhy_Dymytr,64897,47,1380.78,Panel,0,3,NO,10/15/2019,10/31/2019,Agency,815.67,2,0,0
24586,2-room,Sofia, city_Sofia,Khladylnyka,81554,66,1235.66,Brick,2022,3,NO,10/21/2019,10/31/2019,Agency,906.73,2,0,0
24587,2-room,Sofia, city_Sofia,Nadezhda_4,68430,70,977.57,EPK,1985,4,NO,10/30/2019,10/31/2019,Agency,"1,470.00",2,0,0
24588,2-room,Sofia, city_Sofia,Vytosha,65000,52,1250,Brick,2019,2,NO,10/15/2019,10/31/2019,Agency,950,2,0,0
24589,2-room,Sofia, city_Sofia,Medytsynska_akademyya,110000,50,2200,Brick,1970,5,YES,10/22/2019,10/31/2019,Agency,"1,036.84",2,0,0
24590,2-room,Sofia, city_Sofia,Vytosha,65000,52,1250,Brick,2019,1,NO,10/17/2019,10/31/2019,Agency,"1,470.00",2,0,0
24591,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,127000,91,1395.6,Brick,0,5,NO,10/28/2019,10/31/2019,Agency,906.73,2,0,0
24592,2-room,Sofia, city_Sofia,Sukhata_reka,66500,65,1023.07,Panel,1980,4,YES,10/21/2019,10/31/2019,Agency,"1,073.17",2,0,0
24593,2-room,Sofia, city_Sofia,Krstova_vada,63200,57,1108.77,Brick,2020,4,NO,10/24/2019,10/31/2019,Agency,"1,000.00",2,0,0
24594,2-room,Sofia, city_Sofia,Khadzhy_Dymytr,135000,94,1436.17,Brick,2019,5,NO,10/15/2019,10/31/2019,Agency,"1,470.00",2,0,0
24595,2-room,Sofia, city_Sofia,Krstova_vada,78200,66,1184.84,Brick,2020,3,NO,10/15/2019,10/31/2019,Agency,"1,065.21",2,0,0
24596,2-room,Sofia, city_Sofia,Tsentr,81000,61,1327.86,Brick,2005,0,NO,10/24/2019,10/31/2019,Agency,"1,065.21",2,0,0
24597,2-room,Sofia, city_Sofia,Zakharna_fabryka,62999,65,969.21,Brick,0,2,YES,10/15/2019,10/31/2019,Agency,"1,000.00",2,0,0
24598,2-room,Sofia, city_Sofia,Nadezhda_2,92900,114,814.91,Brick,2020,4,YES,10/15/2019,10/31/2019,Agency,"1,000.00",2,0,0
24599,2-room,Sofia, city_Sofia,Vytosha,118990,65,1830.61,Brick,0,-1,NO,10/15/2019,10/31/2019,Agency,906.73,2,0,0
24600,2-room,Sofia, city_Sofia,Ylynden,69900,60,1165,Brick,1962,3,YES,10/29/2019,10/31/2019,Agency,906.73,2,0,0
24601,2-room,Sofia, city_Sofia,Ovcha_kupel,77500,70,1107.14,Brick,2009,4,YES,10/15/2019,10/31/2019,Agency,906.73,2,0,0
24602,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,61073,81,753.98,Brick,2021,1,NO,10/24/2019,10/31/2019,Agency,"1,073.17",2,0,0
24603,2-room,Sofia, city_Sofia,Malynova_dolyna,72775,84,866.36,Brick,2019,2,NO,10/18/2019,10/31/2019,Agency,"1,470.00",2,0,0
24604,2-room,Sofia, city_Sofia,Mladost_2,94500,70,1350,Brick,2009,0,YES,10/15/2019,10/31/2019,Agency,"1,470.00",2,0,0
24605,2-room,Sofia, city_Sofia,Reduta,80000,65,1230.76,Panel,1989,3,NO,10/16/2019,10/31/2019,Agency,723.57,2,0,0
24606,2-room,Sofia, city_Sofia,Reduta,75000,72,1041.66,Panel,1984,2,NO,10/24/2019,10/31/2019,Agency,906.73,2,0,0
24607,2-room,Sofia, city_Sofia,Studentsky_hrad,50500,78,647.43,Brick,2020,6,NO,10/29/2019,10/31/2019,Agency,"1,036.84",2,0,0
24608,2-room,Sofia, city_Sofia,Pavlovo,99000,86,1151.16,Brick,0,3,NO,10/18/2019,10/31/2019,Agency,"1,637.62",2,0,0
24609,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,84990,75,1133.2,Brick,2012,2,NO,10/21/2019,10/31/2019,Agency,"1,470.00",2,0,0
24610,2-room,Sofia, city_Sofia,Nadezhda_2,69900,65,1075.38,Panel,1987,3,YES,10/27/2019,10/31/2019,Agency,"1,208.21",2,0,0
24611,2-room,Sofia, city_Sofia,Vytosha,52992,66,802.9,Brick,2021,2,NO,10/24/2019,10/31/2019,Agency,906.73,2,0,0
24612,2-room,Sofia, city_Sofia,Vytosha,45024,56,804,Brick,2021,3,NO,10/24/2019,10/31/2019,Agency,998.87,2,0,0
24613,2-room,Sofia, city_Sofia,Vytosha,58856,73,806.24,Brick,2021,1,NO,10/24/2019,10/31/2019,Agency,906.73,2,0,0
24614,2-room,Sofia, city_Sofia,Vytosha,49160,61,805.9,Brick,2021,1,NO,10/24/2019,10/31/2019,Agency,"1,036.84",2,0,0
24615,2-room,Sofia, city_Sofia,Drvenytsa,77500,55,1409.09,Brick,2010,2,NO,10/16/2019,10/31/2019,Agency,906.73,2,0,0
24616,2-room,Sofia, city_Sofia,Nadezhda_2,71240,84,848.09,Brick,0,1,YES,10/31/2019,10/31/2019,Agency,"1,036.84",2,0,0
24617,2-room,Sofia, city_Sofia,Studentsky_hrad,78500,74,1060.81,Brick,2019,2,NO,10/18/2019,10/31/2019,Agency,"1,073.17",2,0,0
24618,2-room,Sofia, city_Sofia,Tsentr,126000,68,1852.94,Brick,1960,5,YES,10/17/2019,10/31/2019,Agency,"1,036.84",2,0,0
24619,2-room,Sofia, city_Sofia,Poduyane,139999,99,1414.13,Brick,2019,6,NO,10/20/2019,10/31/2019,Agency,950,2,0,0
24620,2-room,Sofia, city_Sofia,Poduyane,84999,70,1214.27,Brick,2019,7,NO,10/20/2019,10/31/2019,Agency,"1,115.45",2,0,0
24621,2-room,Sofia, city_Sofia,Nadezhda_1,86600,65,1332.3,Brick,2008,3,YES,10/25/2019,10/31/2019,Agency,"1,051.08",2,0,0
24622,2-room,Sofia, city_Sofia,Obelya_1,58900,66,892.42,Panel,1990,3,YES,10/26/2019,10/31/2019,Agency,"1,218.00",2,0,0
24623,2-room,Sofia, city_Sofia,Studentsky_hrad,49000,55,890.9,Brick,0,7,NO,10/16/2019,10/31/2019,Agency,955.39,2,0,0
24624,2-room,Sofia, city_Sofia,Borovo,101200,77,1314.28,Brick,2021,5,YES,10/16/2019,10/31/2019,Agency,955.39,2,0,0
24625,2-room,Sofia, city_Sofia,Sukhata_reka,104000,78,1333.33,Brick,2019,2,NO,10/16/2019,10/31/2019,Agency,"1,204.54",2,0,0
24626,2-room,Sofia, city_Sofia,Studentsky_hrad,49000,55,890.9,Brick,0,7,NO,10/16/2019,10/31/2019,Agency,916.18,2,0,0
24627,2-room,Sofia, city_Sofia,Sukhata_reka,99000,78,1269.23,Brick,2019,3,NO,10/16/2019,10/31/2019,Agency,"1,000.00",2,0,0
24628,2-room,Sofia, city_Sofia,Khadzhy_Dymytr,69000,50,1380,Panel,1984,3,YES,10/23/2019,10/31/2019,Agency,"1,470.00",2,0,0
24629,2-room,Sofia, city_Sofia,Malynova_dolyna,49800,57,873.68,Brick,2020,1,NO,10/16/2019,10/31/2019,Agency,"1,130.17",2,0,0
24630,2-room,Sofia, city_Sofia,Yvan_Vazov,210000,108,1944.44,Brick,2009,6,NO,10/16/2019,10/31/2019,Agency,"1,595.48",2,0,0
24631,2-room,Sofia, city_Sofia,Banyshora,72000,70,1028.57,EPK,1980,14,YES,10/16/2019,10/31/2019,Agency,"1,073.17",2,0,0
24632,2-room,Sofia, city_Sofia,Medytsynska_akademyya,77190,63,1225.23,Brick,0,5,NO,11/22/2019,11/30/2019,Agency,"1,000.00",2,0,0
24633,2-room,Sofia, city_Sofia,Studentsky_hrad,53690,59,910,Brick,0,4,NO,10/30/2019,10/31/2019,Agency,"1,595.48",2,0,0
24634,2-room,Sofia, city_Sofia,Symeonovo,73819,84,878.79,Brick,2019,2,NO,10/24/2019,10/31/2019,Agency,"1,264.12",2,0,0
24635,2-room,Sofia, city_Sofia,Symeonovo,72488,83,873.34,Brick,2019,2,NO,10/24/2019,10/31/2019,Agency,"1,264.12",2,0,0
24636,2-room,Sofia, city_Sofia,Ovcha_kupel,75000,81,925.92,Panel,1987,6,NO,10/16/2019,10/31/2019,Agency,998.87,2,0,0
24637,2-room,Sofia, city_Sofia,Druzhba_1,53330,53,1006.22,Brick,2020,1,YES,10/24/2019,10/31/2019,Agency,"1,115.45",2,0,0
24638,2-room,Sofia, city_Sofia,Druzhba_1,53730,53,1013.77,Brick,2020,4,YES,10/24/2019,10/31/2019,Agency,"1,073.17",2,0,0
24639,2-room,Sofia, city_Sofia,Druzhba_1,68980,80,862.25,Brick,2020,5,YES,10/24/2019,10/31/2019,Agency,"1,470.00",2,0,0
24640,2-room,Sofia, city_Sofia,Obelya_1,51726,68,760.67,Brick,2019,6,NO,10/24/2019,10/31/2019,Agency,"1,470.00",2,0,0
24641,2-room,Sofia, city_Sofia,Obelya_1,55530,73,760.68,Brick,2019,2,NO,10/24/2019,10/31/2019,Agency,"1,470.00",2,0,0
24642,2-room,Sofia, city_Sofia,Obelya_1,40640,53,766.79,Brick,2019,4,NO,10/24/2019,10/31/2019,Agency,"1,000.00",2,0,0
24643,2-room,Sofia, city_Sofia,Vytosha,70150,65,1079.23,Brick,2020,3,NO,10/29/2019,10/31/2019,Agency,"1,470.00",2,0,0
24644,2-room,Sofia, city_Sofia,Obelya_1,60000,45,1333.33,Brick,2014,0,NO,10/18/2019,10/31/2019,Agency,"1,264.12",2,0,0
24645,2-room,Sofia, city_Sofia,Mladost_1,109000,60,1816.66,Brick,2014,2,YES,10/16/2019,10/31/2019,Agency,891.73,2,0,0
24646,2-room,Sofia, city_Sofia,Nadezhda_4,71000,70,1014.28,EPK,1982,4,YES,10/25/2019,10/31/2019,Agency,"1,470.00",2,0,0
24647,2-room,Sofia, city_Sofia,Lyulyn_3,71500,65,1100,Panel,0,4,YES,10/16/2019,10/31/2019,Agency,"1,264.12",2,0,0
24648,2-room,Sofia, city_Sofia,Banyshora,123000,54,2277.77,Brick,2004,5,YES,10/25/2019,10/31/2019,Agency,906.73,2,0,0
24649,2-room,Sofia, city_Sofia,Svoboda,59900,60,998.33,Panel,0,2,NO,10/22/2019,10/31/2019,Agency,"1,470.00",2,0,0
24650,2-room,Sofia, city_Sofia,Druzhba_1,62000,72,861.11,Panel,1970,1,YES,10/16/2019,10/31/2019,Agency,"1,470.00",2,0,0
24651,2-room,Sofia, city_Sofia,Medytsynska_akademyya,106000,78,1358.97,Brick,0,6,NO,10/16/2019,10/31/2019,Agency,"1,470.00",2,0,0
24652,2-room,Sofia, city_Sofia,Drvenytsa,85000,70,1214.28,Brick,1958,4,NO,10/16/2019,10/31/2019,Agency,"1,328.70",2,0,0
24653,2-room,Sofia, city_Sofia,Drvenytsa,76100,72,1056.94,Brick,0,3,NO,10/31/2019,10/31/2019,Agency,"1,073.17",2,0,0
24654,2-room,Sofia, city_Sofia,Tsentr,161655,82,1971.4,Brick,2020,3,YES,10/24/2019,10/31/2019,Agency,906.73,2,0,0
24655,2-room,Sofia, city_Sofia,Manastyrsky_lyvady,62379,74,842.95,Brick,2021,4,NO,10/16/2019,10/31/2019,Agency,906.73,2,0,0
24656,2-room,Sofia, city_Sofia,Lyulyn_10,50561,62,815.5,Brick,0,5,NO,10/16/2019,10/31/2019,Agency,"1,105.68",2,0,0
24657,2-room,Sofia, city_Sofia,Yztok,96500,78,1237.17,Brick,1970,2,NO,10/29/2019,10/31/2019,Agency,"1,470.00",2,0,0
24658,2-room,Sofia, city_Sofia,Studentsky_hrad,71900,55,1307.27,Brick,2008,7,YES,10/16/2019,10/31/2019,Agency,"1,470.00",2,0,0
24659,2-room,Sofia, city_Sofia,Nadezhda_2,52500,60,875,Panel,1969,4,YES,10/17/2019,10/31/2019,Agency,"1,073.17",2,0,0
