 type, regiid, townid, quartid, price (Euro), area, euro/sq.m., constr., year, floor, TEC,published or renewed, valid_date, seller
 3-СТАЕН, София, гр. София, Левски Г,83480,104,802.69, Тухла,0,2, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,93224,108,863.18, Тухла,0,2, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Малинова долина,84336,91,926.76, Тухла,0,7, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Лагера,159182,122,1304.77, Тухла,0,4, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 6,70637,100,706.37, Тухла,0,1, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Карпузица,94843,111,854.44, Тухла,0,4, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Малинова долина,89454,105,851.94, Тухла,0,5, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Малинова долина,76737,83,924.54, Тухла,0,5, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Красно село,141538,119,1189.39, Тухла,0,4, ДА, 2019-03-07, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Дианабад,172000,123,1398.37, Тухла,0,6, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Център,198315,135,1469, Тухла,0,2, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Стрелбище,147090,122,1205.65, Тухла,0,1, ДА, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Център,207790,141,1473.68, Тухла,0,1, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,79220,80,990.25, Тухла,0,1, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Слатина,122463,111,1103.27, Тухла,0,2, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Малинова долина,76194,82,929.19, Тухла,0,7, НЕ, 2019-03-05, 2019-03-31, Агенция
 3-СТАЕН, София, гр. София, Център,137662,111,1240.19, Тухла,0,1, ДА, 2019-03-05, 2019-03-31, Агенция
